1,-60.979,-12.685
2,148.66,2.2367
3,26.849,60.63
4,53.555,66.146
5,-19.583,17.777
6,10.033,3.3725
7,-42.836,-19.159
8,28.972,-28.645
9,37.167,-26.162
10,-130.52,1.3417
11,13.907,5.1889
12,-80.155,43.036
13,-144.01,10.413
14,24.952,-46.276
15,35.114,5.1955
16,-73.637,4.4524
17,122.69,-11.677
18,-91.257,49.342
19,36.464,-46.27
20,156.35,-4.0995
21,-89.463,-8.0298
22,25.712,-55.149
23,-102.01,53.34
24,-112.18,-6.2172
25,29.115,-27.973
26,-47.651,-16.778
27,86.84,-5.0269
28,42.757,10.979
29,50.819,-4.7486
30,-66.419,-1.1326
31,5.2018,-57.227
32,-93.376,8.6432
33,44.128,-12.939
34,-45.213,27.038
35,0.89462,-26.262
36,24.987,-45.896
37,93.295,13.994
38,-55.894,34.301
39,-25.374,-59.228
40,-27.644,-23.879
41,2.1025,-41.222
42,-58.839,21.24
43,161.97,30.083
44,-80.962,6.6388
45,6.2084,-32.249
46,-41.745,-19.594
47,40.912,8.7613
48,22.204,0.34247
49,82.636,19.084
50,-12.695,51.561
51,88.848,-3.648
52,37.452,-22.203
53,-32.725,-17.864
54,14.014,67.768
55,71.842,-1.4491
56,136.05,-10.692
57,88.381,53.942
58,-70.596,11.228
59,45.628,-11.339
60,-9.1884,-2.8848
61,115.17,11.145
62,-7.1641,-25.713
63,134.67,1.9235
64,-6.7217,-7.8431
65,45.101,-31.679
66,-102.14,9.3565
67,112.91,10.507
68,-80.066,6.8356
69,45.02,-12.458
70,-50.654,-8.469
71,8.3192,-26.797
72,12.454,33.768
73,101.1,7.4783
74,-77.234,-65.021
75,-144.61,-10.116
76,-3.0535,-2.518
77,3.7608,-29.763
78,-48.365,-60.962
79,-60.302,32.963
80,82.515,-0.5561
81,7.4339,-37.957
82,-92.647,-15.141
83,-1.6978,59.968
84,44.953,-12.581
85,-59.875,9.6201
86,-70.846,-2.2559
87,-82.586,3.9053
88,45.437,14.855
89,123.52,52.216
90,-173.65,-2.3547
91,8.7261,-26.827
92,20.073,-35.474
93,-5.0805,-54.697
94,130.44,15.459
95,-70.228,-2.1009
96,20.718,-38.332
97,9.0599,15.401
98,47.906,18.248
99,19.904,-36.896
100,55,0.13656
101,2.4948,-22.092
102,29.855,-26.171
103,51.136,50.072
104,8.7937,-0.58377
105,-111.73,10.569
106,108.74,-10.388
107,99.672,20.094
108,-38.598,-17.84
109,-79.505,-18.526
110,145.42,10.64
111,50.745,-11.724
112,15.967,-10.699
113,-56.273,36.608
114,-145.78,25.914
115,-38.824,-7.4227
116,77.324,48.843
117,-53.639,-50.878
118,-81.96,66.124
119,2.3244,0.40062
120,-62.268,-0.45986
121,-88.064,-60.622
122,29.427,-17.384
123,21.566,16.709
124,55.199,-7.9676
125,101.98,-51.961
126,-49.028,32.627
127,83.507,-18.401
128,-25.302,21.953
129,-11.181,-13.622
130,42.757,-38.947
131,8.7788,4.5802
132,-68.722,2.9853
133,-21.77,-3.9968
134,39.833,60.47
135,0.61155,-8.2538
136,-10.585,-2.7474
137,-62.391,9.3582
138,-77.994,45.176
139,21.894,-34.647
140,-35.29,-38.066
141,72.183,1.9567
142,112.79,1.8745
143,51.184,-2.7234
144,9.002,1.4797
145,-23.846,-11.485
146,-55.635,-11.576
147,85.505,-4.697
148,47.357,17.488
149,16.876,67.363
150,59.885,1.5425
151,-56.495,-9.9404
152,-40.331,6.0698
153,152.8,-5.6048
154,5.2061,-25.498
155,-25.26,-24.12
156,-89.429,-59.943
157,50.638,-5.2041
158,71.656,-1.4052
159,5.7056,68.739
160,51.893,-27.56
161,63.917,19.794
162,-70.071,-2.0529
163,-15.617,66.426
164,-88.061,43.851
165,29.291,-24.827
166,-151.2,-10.245
167,-68.923,-1.7022
168,72.063,-26.406
169,61.273,1.1776
170,-59.9,-3.9481
171,10.287,51.699
172,-60.158,-13.698
173,-31.24,27.279
174,-58.376,1.8394
175,6.0581,-58.715
176,75.359,20.387
177,31.795,-24.215
178,-79.487,17.609
179,-8.9943,-0.78156
180,60.239,-47.578
181,13.483,2.4211
182,-169.03,9.145
183,-57.035,-12.301
184,-8.2456,9.23
185,23.338,-42.955
186,-58.679,-13.152
187,48.033,-12.894
188,5.471,-46.241
189,-0.1352,-24.673
190,-57.134,8.0951
191,-3.8831,-3.6433
192,29.64,-26.597
193,60.112,33.909
194,-88.544,-55.179
195,-57.362,43.238
196,-56.592,14.163
197,-64.145,1.346
198,38.392,-21.868
199,-54.937,-11.114
200,8.9245,-21.383
201,50.674,-11.567
202,47.76,-86.626
203,17.217,4.3337
204,-23.754,-24.273
205,149.7,13.113
206,52.466,-17.277
207,8.6306,-0.63528
208,-2.8359,49.349
209,12.661,-26.732
210,3.491,0.51509
211,-12.415,25.685
212,-75.066,-65.674
213,-40.37,38.543
214,-38.459,30.251
215,51.085,-4.0827
216,22.183,16.856
217,-81.002,59.191
218,-67.308,-36.746
219,58.114,32.278
220,-11.448,-2.601
221,-102.65,67.274
222,5.621,-66.445
223,146.18,0.3768
224,59.793,30.924
225,21.637,10.339
226,-139.65,10.705
227,63.33,2.8031
228,13.815,4.2411
229,45.896,-40.83
230,3.6739,44.985
231,12.693,-29.623
232,-18.764,16.795
233,-43.568,-48.507
234,33.883,4.083
235,99.922,-8.226
236,75.262,42.872
237,-57.175,13.356
238,3.2912,-19.092
239,-10.645,-25.485
240,-52.397,-46.69
241,11.465,-38.765
242,-76.14,12.873
243,-48.367,-8.1351
244,-42.622,-48.285
245,-90.56,-24.162
246,49.84,16.61
247,46.487,-9.7568
248,-26.354,1.1523
249,-64.007,20.975
250,45.905,15.498
251,133.04,5.2717
252,43.791,12.474
253,-28.552,-55.401
254,61.218,37.577
255,-4.58,-39.477
256,9.9766,4.5607
257,59.621,29.934
258,64.312,0.41414
259,-46.922,-25.967
260,100.28,-8.3127
261,3.4098,-30.61
262,-91.139,49.122
263,52.485,-41.649
264,27.772,9.5834
265,-76.901,47.336
266,-152.43,-12.608
267,-55.833,-11.158
268,93.914,40.718
269,47.896,-12.895
270,142.96,19.006
271,-77.108,10.928
272,21.574,14.842
273,96.694,40.821
274,-8.8958,-2.9444
275,23.398,-6.1129
276,121.19,2.5671
277,18.991,3.6617
278,-33.68,14.387
279,-97.464,32.745
280,-42.072,-19.473
281,-52.727,-42.083
282,-29.819,26.466
283,85.986,5.5232
284,-1.8782,-12.492
285,164.22,24.984
286,-44.983,28.395
287,70.206,34.738
288,-71.068,-12.516
289,-23.902,-24.258
290,-54.087,45.828
291,112.44,-11.26
292,54.176,2.9666
293,-93.695,54.066
294,-112.58,23.994
295,117.66,11.279
296,5.2618,-6.6557
297,-30.411,-60.711
298,-59.134,-13.354
299,-70.239,-12.902
300,93.726,3.2069
301,-86.894,-21.938
302,-64.332,-57.515
303,18.528,-12.205
304,-5.5397,-28.385
305,124.99,-11.505
306,-69.491,-16.891
307,4.7059,52.069
308,31.542,-47.083
309,-149.57,-10.702
310,162.01,24.364
311,-1.5551,59.974
312,-2.3124,-17.244
313,-57.425,-12.503
314,-49.699,-45.012
315,71.185,-1.2946
316,13.369,1.809
317,148.76,2.0869
318,18.063,9.4848
319,-103.51,-29.437
320,-69.263,-62.197
321,147.44,3.9829
322,14.677,-5.5928
323,18.83,-2.1946
324,66.091,-49.591
325,-64.451,9.8209
